#OTU ID	Control_1	Control_2	Control_3	NEFO_1	NEFO_2	NEFO_3	NEFO_RS_1	NEFO_RS_2	NEFO_RS_3	NEO_1	NEO_2	NEO_3
OTU835	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU836	0.0	1.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
OTU838	0.0	0.0	0.0	1.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU839	3.0	13.0	12.0	15.0	7.0	7.0	27.0	7.0	20.0	15.0	10.0	19.0
OTU84	0.0	4.0	5.0	6.0	5.0	2.0	5.0	2.0	6.0	7.0	2.0	21.0
OTU840	0.0	0.0	0.0	1.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	36.0
OTU841	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0
OTU842	180.0	343.0	0.0	0.0	109.0	21.0	0.0	2.0	17.0	0.0	0.0	0.0
OTU843	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0
OTU844	1.0	1.0	0.0	3.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	3.0
OTU845	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0
OTU846	7.0	2.0	17.0	4.0	4.0	0.0	1.0	3.0	5.0	9.0	0.0	4.0
OTU847	4.0	2.0	1.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU848	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	15.0
OTU849	31.0	48.0	0.0	0.0	1.0	47.0	7.0	0.0	28.0	0.0	1.0	0.0
OTU85	18.0	3.0	2.0	1.0	14.0	6.0	4.0	0.0	3.0	10.0	2.0	1.0
OTU850	60.0	6.0	28.0	29.0	35.0	3.0	15.0	74.0	30.0	0.0	0.0	5.0
OTU851	0.0	1.0	11.0	3.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	1.0
OTU852	2.0	1.0	14.0	10.0	1.0	4.0	2.0	1.0	0.0	0.0	0.0	12.0
OTU853	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0
OTU854	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
OTU855	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU856	8.0	1.0	1.0	13.0	19.0	9.0	7.0	0.0	0.0	7.0	0.0	0.0
OTU857	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU858	20.0	90.0	25.0	24.0	1.0	50.0	21.0	26.0	17.0	5.0	0.0	78.0
OTU859	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU86	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	17.0
OTU860	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU861	52.0	64.0	1.0	32.0	1.0	51.0	38.0	48.0	62.0	30.0	17.0	102.0
OTU862	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	8.0
OTU863	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU864	12.0	0.0	47.0	1.0	5.0	2.0	26.0	16.0	3.0	8.0	1.0	2.0
OTU865	0.0	0.0	0.0	0.0	0.0	4.0	8.0	2.0	1.0	0.0	0.0	18.0
OTU866	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
OTU867	2.0	4.0	0.0	1.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
OTU868	0.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0
OTU869	1.0	0.0	94.0	0.0	0.0	1.0	0.0	1.0	0.0	37.0	0.0	42.0
OTU87	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	1.0	0.0	0.0
OTU870	0.0	0.0	0.0	3.0	0.0	1.0	2.0	6.0	0.0	1.0	0.0	1.0
OTU871	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
OTU872	24.0	3.0	5.0	107.0	27.0	12.0	10.0	16.0	5.0	2.0	0.0	10.0
OTU873	0.0	19.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	1.0	0.0	0.0
OTU874	0.0	0.0	0.0	2.0	1.0	8.0	2.0	0.0	2.0	0.0	0.0	1.0
OTU875	4.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0
OTU876	10.0	46.0	8.0	16.0	2.0	44.0	23.0	19.0	20.0	22.0	9.0	56.0
OTU877	26.0	91.0	15.0	23.0	2.0	49.0	22.0	28.0	14.0	2.0	0.0	74.0
OTU878	0.0	2.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0
OTU879	13.0	1.0	11.0	6.0	48.0	17.0	47.0	7.0	2.0	1.0	0.0	17.0
OTU88	18.0	2.0	7.0	6.0	5.0	0.0	0.0	0.0	3.0	3.0	3.0	4.0
OTU880	0.0	1.0	0.0	5.0	2.0	5.0	4.0	1.0	1.0	1.0	1.0	46.0
OTU881	9.0	8.0	0.0	7.0	1.0	10.0	3.0	370.0	60.0	22.0	0.0	8.0
OTU882	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU883	2.0	0.0	2.0	8.0	0.0	0.0	11.0	6.0	2.0	0.0	3.0	0.0
OTU884	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU885	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU886	3.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	0.0
OTU887	0.0	0.0	7.0	19.0	0.0	1.0	5.0	2.0	2.0	0.0	0.0	1.0
OTU888	0.0	0.0	81.0	0.0	3.0	0.0	2.0	0.0	1.0	3.0	0.0	55.0
OTU889	93.0	347.0	16.0	92.0	26.0	214.0	48.0	1010.0	1192.0	303.0	21.0	109.0
OTU89	7.0	27.0	0.0	2.0	16.0	1.0	1.0	5.0	6.0	7.0	0.0	1.0
OTU890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
OTU891	0.0	0.0	0.0	2.0	0.0	0.0	1.0	39.0	27.0	0.0	0.0	0.0
OTU892	2.0	16.0	2.0	2.0	1.0	5.0	5.0	51.0	1.0	3.0	0.0	8.0
OTU893	3.0	2.0	1.0	0.0	3.0	1.0	1.0	2.0	1.0	1.0	3.0	0.0
OTU894	56.0	70.0	12.0	41.0	79.0	3.0	12.0	13.0	40.0	9.0	38.0	28.0
OTU895	5.0	1.0	23.0	13.0	29.0	3.0	6.0	9.0	4.0	11.0	1.0	7.0
OTU896	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU897	83.0	56.0	107.0	85.0	37.0	21.0	16.0	19.0	9.0	74.0	3.0	0.0
OTU898	8.0	5.0	1.0	1.0	6.0	3.0	5.0	4.0	79.0	2.0	19.0	2.0
OTU899	0.0	0.0	0.0	2.0	0.0	0.0	121.0	22.0	2.0	0.0	0.0	426.0
OTU9	0.0	1.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0
OTU90	0.0	0.0	6.0	1.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU900	377.0	412.0	21.0	0.0	0.0	0.0	24.0	0.0	0.0	4.0	0.0	1854.0
OTU901	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0
OTU902	2.0	1.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU903	6.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0
OTU904	314.0	376.0	171.0	79.0	119.0	111.0	186.0	337.0	339.0	248.0	245.0	435.0
OTU905	29.0	0.0	0.0	5.0	27.0	2.0	4.0	0.0	0.0	0.0	1.0	4.0
OTU906	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OTU908	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU909	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
OTU91	2.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	41.0
OTU910	3.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU911	0.0	3.0	3.0	0.0	1.0	1.0	2.0	0.0	4.0	0.0	1.0	0.0
OTU912	0.0	0.0	3.0	15.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	112.0
OTU913	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	4.0
OTU914	1.0	4.0	9.0	3.0	1.0	3.0	10.0	3.0	3.0	1.0	0.0	19.0
OTU915	4.0	2.0	3.0	0.0	1.0	3.0	2.0	0.0	1.0	2.0	2.0	3.0
OTU916	32.0	3.0	11.0	8.0	10.0	5.0	3.0	10.0	20.0	15.0	14.0	15.0
OTU917	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0
OTU918	2.0	0.0	0.0	103.0	15.0	546.0	0.0	0.0	0.0	0.0	0.0	81.0
OTU919	3.0	9.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	8.0
OTU92	3.0	1.0	137.0	5.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	5.0
OTU920	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU921	0.0	1.0	0.0	4.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0
OTU922	4.0	17.0	1.0	2.0	6.0	12.0	5.0	8.0	2.0	1.0	0.0	33.0
OTU923	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
OTU924	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
OTU925	26.0	10.0	2.0	60.0	17.0	34.0	24.0	16.0	8.0	26.0	0.0	342.0
OTU926	0.0	0.0	0.0	0.0	2.0	0.0	24.0	2.0	0.0	0.0	0.0	0.0
OTU927	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0
OTU928	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0
OTU929	95.0	10.0	123.0	45.0	629.0	102.0	26.0	3.0	11.0	9.0	11.0	23.0
OTU93	0.0	1.0	4.0	0.0	4.0	3.0	7.0	0.0	2.0	0.0	0.0	4.0
OTU930	5.0	7.0	2.0	2.0	1.0	16.0	0.0	17.0	2.0	4.0	2.0	7.0
OTU931	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU932	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	19.0
OTU933	152.0	214.0	31.0	105.0	33.0	42.0	103.0	120.0	153.0	53.0	127.0	190.0
OTU934	1.0	1.0	6.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	0.0	9.0
OTU935	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU936	11.0	22.0	22.0	39.0	8.0	10.0	512.0	1.0	2.0	2.0	0.0	86.0
OTU937	0.0	0.0	7.0	1.0	4.0	0.0	6.0	0.0	0.0	1.0	0.0	8.0
OTU938	5.0	5.0	18.0	6.0	10.0	2.0	3.0	1.0	7.0	9.0	4.0	0.0
OTU939	5.0	2.0	3.0	8.0	16.0	1.0	151.0	2.0	100.0	0.0	0.0	0.0
OTU94	18.0	4.0	8.0	2.0	0.0	3.0	0.0	8.0	0.0	5.0	0.0	1.0
OTU940	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU941	0.0	0.0	0.0	0.0	1.0	0.0	3.0	8.0	1.0	0.0	0.0	0.0
OTU942	0.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	2.0	7.0	0.0	0.0
OTU943	1.0	3.0	7.0	2.0	0.0	1.0	1.0	7.0	1.0	0.0	1.0	4.0
OTU944	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0
OTU945	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0
OTU946	9.0	5.0	4.0	0.0	0.0	1.0	12.0	0.0	3.0	0.0	0.0	0.0
OTU947	2.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0
OTU948	9.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0
OTU949	1.0	3.0	3.0	25.0	3.0	4.0	2.0	7.0	4.0	1.0	0.0	13.0
OTU95	5.0	3.0	19.0	2.0	15.0	2.0	7.0	38.0	25.0	0.0	0.0	5.0
OTU950	1.0	0.0	1.0	0.0	3.0	4.0	1.0	1.0	0.0	1.0	0.0	38.0
OTU951	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU952	45.0	27.0	52.0	13.0	49.0	7.0	10.0	6.0	24.0	28.0	9.0	3.0
OTU953	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	7.0
OTU954	6.0	1.0	3.0	6.0	4.0	1.0	14.0	0.0	1.0	0.0	2.0	0.0
OTU955	3.0	0.0	11.0	3.0	6.0	0.0	0.0	1.0	5.0	0.0	2.0	1.0
OTU956	35.0	133.0	62.0	0.0	32.0	407.0	348.0	0.0	0.0	2.0	2.0	28.0
OTU957	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU958	7.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	2.0	0.0	0.0	40.0
OTU959	15.0	0.0	3.0	5.0	6.0	6.0	10.0	8.0	1.0	7.0	0.0	9.0
OTU96	0.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0
OTU960	2.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU961	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU962	1.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU963	1.0	0.0	7.0	4.0	109.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0
OTU964	8.0	4.0	0.0	81.0	3.0	0.0	6.0	3.0	1.0	127.0	0.0	19.0
OTU965	0.0	0.0	4.0	1.0	1.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0
OTU966	7.0	100.0	0.0	13.0	6.0	100.0	242.0	45.0	62.0	21.0	16.0	32.0
OTU967	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
OTU968	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
OTU969	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
OTU97	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	9.0
OTU970	6.0	195.0	3.0	7.0	1.0	16.0	15.0	122.0	7.0	25.0	3.0	65.0
OTU971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
OTU972	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU973	6.0	3.0	3.0	5.0	3.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0
OTU974	1.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	0.0
OTU975	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU976	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0
OTU977	0.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	2.0
OTU978	2.0	1.0	2.0	3.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU979	28.0	1.0	5.0	6.0	13.0	13.0	0.0	3.0	4.0	24.0	1.0	0.0
OTU98	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
OTU980	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU981	17.0	0.0	80.0	2.0	3.0	2.0	5.0	11.0	25.0	8.0	0.0	2.0
OTU982	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU983	31.0	69.0	2.0	0.0	1.0	7.0	0.0	131.0	3.0	20.0	2.0	23.0
OTU984	1.0	2.0	0.0	2.0	2.0	4.0	16.0	5.0	6.0	1.0	0.0	11.0
OTU985	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
OTU986	0.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0
OTU987	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0
OTU988	3.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	4.0	6.0	1.0	2.0
OTU989	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU99	0.0	0.0	0.0	11.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
OTU990	4.0	15.0	0.0	0.0	2.0	6.0	33.0	1.0	2.0	0.0	0.0	6.0
OTU991	0.0	0.0	4.0	2.0	0.0	0.0	6.0	0.0	2.0	1.0	0.0	6.0
OTU992	0.0	0.0	4.0	0.0	0.0	11.0	14.0	4.0	0.0	1.0	0.0	146.0
OTU993	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU994	0.0	0.0	1.0	2.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU995	12.0	2.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0
OTU996	0.0	23.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	3.0	0.0	0.0
OTU997	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
OTU998	24.0	55.0	2.0	5.0	4.0	8.0	7.0	34.0	5.0	60.0	13.0	4.0
OTU999	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
